/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.api_core once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.api_core past that date.
  warnings.warn(message, FutureWarning)
/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.cloud.storage_control_v2 once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.cloud.storage_control_v2 past that date.
  warnings.warn(message, FutureWarning)
frames_root: /datasets/ssv2/nips/frames_train
videos_to_process: 5000
first_video: 128758 | last_video: 135306
2026-04-26 15:54:23.856158: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:9261] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2026-04-26 15:54:23.856201: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:607] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2026-04-26 15:54:23.857177: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1515] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
2026-04-26 15:54:24.653106: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
[1/5000] Wrote video_id=128758 | split=train | frames=34 | time=17.90s
[27/5000] Wrote video_id=128790 | split=train | frames=50 | time=12.58s
[28/5000] Wrote video_id=128791 | split=train | frames=60 | time=14.84s
[29/5000] Wrote video_id=128792 | split=train | frames=55 | time=11.40s
[30/5000] Wrote video_id=128795 | split=train | frames=24 | time=5.22s
[31/5000] Wrote video_id=128796 | split=train | frames=52 | time=13.07s
[32/5000] Wrote video_id=128798 | split=train | frames=29 | time=6.14s
[33/5000] Wrote video_id=128804 | split=train | frames=45 | time=9.91s
[34/5000] Wrote video_id=128805 | split=train | frames=44 | time=8.98s
[35/5000] Wrote video_id=128806 | split=train | frames=49 | time=10.80s
[36/5000] Wrote video_id=128807 | split=train | frames=70 | time=17.60s
[37/5000] Wrote video_id=128808 | split=train | frames=50 | time=11.32s
[38/5000] Wrote video_id=128809 | split=train | frames=39 | time=9.29s
[39/5000] Wrote video_id=128810 | split=train | frames=55 | time=12.23s
[40/5000] Wrote video_id=128811 | split=train | frames=60 | time=14.21s
[41/5000] Wrote video_id=128812 | split=train | frames=55 | time=11.61s
[42/5000] Wrote video_id=128814 | split=train | frames=41 | time=9.71s
[43/5000] Wrote video_id=128815 | split=train | frames=54 | time=11.87s
[44/5000] Wrote video_id=128816 | split=train | frames=21 | time=5.14s
[45/5000] Wrote video_id=128817 | split=train | frames=65 | time=13.19s
[46/5000] Wrote video_id=128819 | split=train | frames=42 | time=10.55s
[47/5000] Wrote video_id=128820 | split=train | frames=31 | time=6.17s
[48/5000] Wrote video_id=128821 | split=train | frames=54 | time=11.40s
[49/5000] Wrote video_id=128822 | split=train | frames=25 | time=5.55s
[50/5000] Wrote video_id=128823 | split=train | frames=45 | time=8.14s
[51/5000] Wrote video_id=128824 | split=train | frames=49 | time=12.29s
[52/5000] Wrote video_id=128825 | split=train | frames=20 | time=4.56s
[53/5000] Wrote video_id=128827 | split=train | frames=63 | time=15.29s
[54/5000] Wrote video_id=128829 | split=train | frames=37 | time=9.03s
[55/5000] Wrote video_id=128830 | split=train | frames=32 | time=6.94s
[56/5000] Wrote video_id=128831 | split=train | frames=52 | time=12.39s
[57/5000] Wrote video_id=128834 | split=train | frames=39 | time=9.51s
[58/5000] Wrote video_id=128835 | split=train | frames=53 | time=11.34s
[59/5000] Wrote video_id=128836 | split=train | frames=30 | time=6.25s
[60/5000] Wrote video_id=128837 | split=train | frames=51 | time=11.10s
[61/5000] Wrote video_id=128838 | split=train | frames=38 | time=9.53s
[62/5000] Wrote video_id=128839 | split=train | frames=43 | time=10.60s
[63/5000] Wrote video_id=128841 | split=train | frames=48 | time=12.07s
[64/5000] Wrote video_id=128843 | split=train | frames=48 | time=12.00s
[65/5000] Wrote video_id=128845 | split=train | frames=29 | time=7.29s
[66/5000] Wrote video_id=128846 | split=train | frames=34 | time=7.22s
[67/5000] Wrote video_id=128847 | split=train | frames=46 | time=8.64s
[68/5000] Wrote video_id=128848 | split=train | frames=66 | time=16.48s
[69/5000] Wrote video_id=128850 | split=train | frames=36 | time=6.50s
[70/5000] Wrote video_id=128851 | split=train | frames=54 | time=11.96s
[71/5000] Wrote video_id=128852 | split=train | frames=45 | time=11.28s
[72/5000] Wrote video_id=128853 | split=train | frames=32 | time=7.07s
[73/5000] Wrote video_id=128854 | split=train | frames=33 | time=7.74s
[74/5000] Wrote video_id=128855 | split=train | frames=38 | time=9.20s
[75/5000] Wrote video_id=128856 | split=train | frames=31 | time=7.19s
[76/5000] Wrote video_id=128857 | split=train | frames=26 | time=6.30s
[77/5000] Wrote video_id=128858 | split=train | frames=19 | time=4.78s
[78/5000] Wrote video_id=128859 | split=train | frames=35 | time=8.26s
[79/5000] Wrote video_id=128862 | split=train | frames=53 | time=11.49s
[80/5000] Wrote video_id=128863 | split=train | frames=65 | time=16.32s
[81/5000] Wrote video_id=128864 | split=train | frames=46 | time=10.40s
[82/5000] Wrote video_id=128865 | split=train | frames=48 | time=11.22s
[83/5000] Wrote video_id=128867 | split=train | frames=59 | time=13.00s
[84/5000] Wrote video_id=128869 | split=train | frames=57 | time=13.25s
[85/5000] Wrote video_id=128870 | split=train | frames=33 | time=8.30s
[86/5000] Wrote video_id=128871 | split=train | frames=42 | time=10.19s
[87/5000] Wrote video_id=128873 | split=train | frames=61 | time=14.35s
[88/5000] Wrote video_id=128874 | split=train | frames=44 | time=10.35s
[89/5000] Wrote video_id=128877 | split=train | frames=41 | time=8.30s
[90/5000] Wrote video_id=128878 | split=train | frames=36 | time=9.05s
[91/5000] Wrote video_id=128879 | split=train | frames=32 | time=7.29s
[92/5000] Wrote video_id=128880 | split=train | frames=35 | time=8.80s
[93/5000] Wrote video_id=128881 | split=train | frames=26 | time=5.48s
[94/5000] Wrote video_id=128882 | split=train | frames=52 | time=12.87s
[95/5000] Wrote video_id=128883 | split=train | frames=68 | time=13.91s
[96/5000] Wrote video_id=128884 | split=train | frames=54 | time=13.58s
[97/5000] Wrote video_id=128886 | split=train | frames=36 | time=8.03s
[98/5000] Wrote video_id=128888 | split=train | frames=40 | time=8.22s
[99/5000] Wrote video_id=128889 | split=train | frames=48 | time=10.42s
[100/5000] Wrote video_id=128890 | split=train | frames=61 | time=13.16s
[101/5000] Wrote video_id=128891 | split=train | frames=49 | time=9.89s
[102/5000] Wrote video_id=128893 | split=train | frames=45 | time=10.42s
[103/5000] Wrote video_id=128897 | split=train | frames=35 | time=6.53s
[104/5000] Wrote video_id=128898 | split=train | frames=64 | time=13.50s
[105/5000] Wrote video_id=128899 | split=train | frames=53 | time=12.64s
[106/5000] Wrote video_id=128900 | split=train | frames=28 | time=6.33s
[107/5000] Wrote video_id=128902 | split=train | frames=40 | time=10.06s
[108/5000] Wrote video_id=128903 | split=train | frames=36 | time=8.69s
[109/5000] Wrote video_id=128904 | split=train | frames=28 | time=6.33s
[110/5000] Wrote video_id=128905 | split=train | frames=33 | time=6.78s
[111/5000] Wrote video_id=128907 | split=train | frames=28 | time=6.42s
[112/5000] Wrote video_id=128908 | split=train | frames=40 | time=8.87s
[113/5000] Wrote video_id=128909 | split=train | frames=68 | time=15.60s
[114/5000] Wrote video_id=128910 | split=train | frames=51 | time=12.36s
[115/5000] Wrote video_id=128912 | split=train | frames=51 | time=10.46s
[116/5000] Wrote video_id=128913 | split=train | frames=37 | time=9.29s
[117/5000] Wrote video_id=128914 | split=train | frames=24 | time=5.80s
[118/5000] Wrote video_id=128915 | split=train | frames=22 | time=5.31s
[119/5000] Wrote video_id=128916 | split=train | frames=69 | time=14.37s
[120/5000] Wrote video_id=128917 | split=train | frames=51 | time=12.80s
[121/5000] Wrote video_id=128918 | split=train | frames=30 | time=6.58s
[122/5000] Wrote video_id=128919 | split=train | frames=52 | time=12.15s
[123/5000] Wrote video_id=128920 | split=train | frames=44 | time=8.55s
[124/5000] Wrote video_id=128921 | split=train | frames=41 | time=10.16s
[125/5000] Wrote video_id=128922 | split=train | frames=30 | time=6.90s
[126/5000] Wrote video_id=128923 | split=train | frames=63 | time=15.21s
[127/5000] Wrote video_id=128925 | split=train | frames=24 | time=5.93s
[128/5000] Wrote video_id=128926 | split=train | frames=42 | time=10.52s
[129/5000] Wrote video_id=128927 | split=train | frames=21 | time=5.25s
[130/5000] Wrote video_id=128928 | split=train | frames=34 | time=6.25s
[131/5000] Wrote video_id=128929 | split=train | frames=41 | time=8.68s
[132/5000] Wrote video_id=128930 | split=train | frames=35 | time=7.60s
[133/5000] Wrote video_id=128932 | split=train | frames=47 | time=10.07s
[134/5000] Wrote video_id=128933 | split=train | frames=43 | time=10.73s
[135/5000] Wrote video_id=128935 | split=train | frames=61 | time=13.36s
[136/5000] Wrote video_id=128936 | split=train | frames=33 | time=6.51s
[137/5000] Wrote video_id=128937 | split=train | frames=26 | time=5.21s
[138/5000] Wrote video_id=128938 | split=train | frames=40 | time=7.44s
[139/5000] Wrote video_id=128940 | split=train | frames=57 | time=11.72s
[140/5000] Wrote video_id=128942 | split=train | frames=46 | time=10.48s
[141/5000] Wrote video_id=128943 | split=train | frames=45 | time=10.71s
[142/5000] Wrote video_id=128944 | split=train | frames=32 | time=5.78s
[143/5000] Wrote video_id=128945 | split=train | frames=28 | time=7.03s
[144/5000] Wrote video_id=128946 | split=train | frames=55 | time=13.82s
[145/5000] Wrote video_id=128947 | split=train | frames=48 | time=11.79s
[146/5000] Wrote video_id=128948 | split=train | frames=56 | time=12.80s
[147/5000] Wrote video_id=128949 | split=train | frames=30 | time=6.15s
[148/5000] Wrote video_id=128950 | split=train | frames=38 | time=8.09s
[149/5000] Wrote video_id=128951 | split=train | frames=53 | time=11.91s
[150/5000] Wrote video_id=128953 | split=train | frames=33 | time=7.69s
[151/5000] Wrote video_id=128955 | split=train | frames=57 | time=10.60s
[152/5000] Wrote video_id=128958 | split=train | frames=52 | time=10.41s
[153/5000] Wrote video_id=128959 | split=train | frames=52 | time=12.74s
[154/5000] Wrote video_id=128960 | split=train | frames=38 | time=8.70s
[155/5000] Wrote video_id=128962 | split=train | frames=42 | time=8.49s
[156/5000] Wrote video_id=128965 | split=train | frames=38 | time=8.03s
[157/5000] Wrote video_id=128966 | split=train | frames=30 | time=6.95s
[158/5000] Wrote video_id=128967 | split=train | frames=47 | time=10.96s
[159/5000] Wrote video_id=128969 | split=train | frames=36 | time=8.15s
[160/5000] Wrote video_id=128970 | split=train | frames=62 | time=15.14s
[161/5000] Wrote video_id=128971 | split=train | frames=34 | time=7.87s
[162/5000] Wrote video_id=128972 | split=train | frames=52 | time=12.20s
[163/5000] Wrote video_id=128974 | split=train | frames=46 | time=9.85s
[164/5000] Wrote video_id=128978 | split=train | frames=61 | time=11.59s
[165/5000] Wrote video_id=128979 | split=train | frames=35 | time=6.33s
[166/5000] Wrote video_id=128980 | split=train | frames=41 | time=10.05s
[167/5000] Wrote video_id=128981 | split=train | frames=50 | time=10.02s
[168/5000] Wrote video_id=128983 | split=train | frames=55 | time=13.86s
[169/5000] Wrote video_id=128985 | split=train | frames=63 | time=14.95s
[170/5000] Wrote video_id=128986 | split=train | frames=35 | time=8.55s
[171/5000] Wrote video_id=128988 | split=train | frames=23 | time=4.98s
[172/5000] Wrote video_id=128989 | split=train | frames=34 | time=7.25s
[173/5000] Wrote video_id=128990 | split=train | frames=40 | time=10.07s
[174/5000] Wrote video_id=128991 | split=train | frames=48 | time=12.05s
[175/5000] Wrote video_id=128992 | split=train | frames=38 | time=7.79s
[176/5000] Wrote video_id=128993 | split=train | frames=24 | time=4.74s
[177/5000] Wrote video_id=128995 | split=train | frames=42 | time=8.19s
[178/5000] Wrote video_id=128997 | split=train | frames=40 | time=9.47s
[179/5000] Wrote video_id=128998 | split=train | frames=27 | time=5.43s
[180/5000] Wrote video_id=128999 | split=train | frames=46 | time=9.15s
[181/5000] Wrote video_id=129000 | split=train | frames=62 | time=14.98s
[182/5000] Wrote video_id=129003 | split=train | frames=38 | time=7.95s
[183/5000] Wrote video_id=129004 | split=train | frames=53 | time=10.49s
[184/5000] Wrote video_id=129005 | split=train | frames=59 | time=12.26s
[185/5000] Wrote video_id=129006 | split=train | frames=56 | time=13.97s
[186/5000] Wrote video_id=129007 | split=train | frames=64 | time=15.02s
[187/5000] Wrote video_id=129008 | split=train | frames=56 | time=13.79s
[188/5000] Wrote video_id=129009 | split=train | frames=33 | time=7.21s
[189/5000] Wrote video_id=129010 | split=train | frames=53 | time=12.68s
[190/5000] Wrote video_id=129011 | split=train | frames=46 | time=11.10s
[191/5000] Wrote video_id=129012 | split=train | frames=44 | time=11.06s
[192/5000] Wrote video_id=129013 | split=train | frames=40 | time=9.40s
[193/5000] Wrote video_id=129015 | split=train | frames=30 | time=6.34s
[194/5000] Wrote video_id=129016 | split=train | frames=53 | time=10.35s
[195/5000] Wrote video_id=129017 | split=train | frames=73 | time=15.96s
[196/5000] Wrote video_id=129018 | split=train | frames=57 | time=13.76s
[197/5000] Wrote video_id=129020 | split=train | frames=52 | time=10.42s
[198/5000] Wrote video_id=129021 | split=train | frames=21 | time=5.18s
[199/5000] Wrote video_id=129022 | split=train | frames=45 | time=10.72s
[200/5000] Wrote video_id=129023 | split=train | frames=42 | time=8.49s
[201/5000] Wrote video_id=129024 | split=train | frames=42 | time=8.62s
[202/5000] Wrote video_id=129026 | split=train | frames=62 | time=12.95s
[203/5000] Wrote video_id=129027 | split=train | frames=32 | time=7.41s
[204/5000] Wrote video_id=129028 | split=train | frames=30 | time=6.07s
[205/5000] Wrote video_id=129029 | split=train | frames=50 | time=9.31s
[206/5000] Wrote video_id=129030 | split=train | frames=38 | time=9.55s
[207/5000] Wrote video_id=129031 | split=train | frames=35 | time=8.58s
[208/5000] Wrote video_id=129032 | split=train | frames=40 | time=7.46s
[209/5000] Wrote video_id=129034 | split=train | frames=47 | time=10.91s
[210/5000] Wrote video_id=129035 | split=train | frames=26 | time=6.26s
[211/5000] Wrote video_id=129036 | split=train | frames=59 | time=10.74s
[212/5000] Wrote video_id=129037 | split=train | frames=39 | time=9.13s
[213/5000] Wrote video_id=129038 | split=train | frames=57 | time=12.02s
[214/5000] Wrote video_id=129040 | split=train | frames=42 | time=10.51s
[215/5000] Wrote video_id=129041 | split=train | frames=67 | time=15.63s
[216/5000] Wrote video_id=129042 | split=train | frames=38 | time=8.01s
[217/5000] Wrote video_id=129043 | split=train | frames=51 | time=11.96s
[218/5000] Wrote video_id=129044 | split=train | frames=47 | time=11.35s
[219/5000] Wrote video_id=129045 | split=train | frames=38 | time=7.45s
[220/5000] Wrote video_id=129047 | split=train | frames=54 | time=11.10s
[221/5000] Wrote video_id=129048 | split=train | frames=60 | time=13.63s
[222/5000] Wrote video_id=129050 | split=train | frames=45 | time=11.26s
[223/5000] Wrote video_id=129051 | split=train | frames=48 | time=12.05s
[224/5000] Wrote video_id=129052 | split=train | frames=49 | time=8.91s
[225/5000] Wrote video_id=129053 | split=train | frames=63 | time=14.26s
[226/5000] Wrote video_id=129054 | split=train | frames=58 | time=13.61s
[227/5000] Wrote video_id=129055 | split=train | frames=43 | time=10.80s
[228/5000] Wrote video_id=129056 | split=train | frames=64 | time=14.49s
[229/5000] Wrote video_id=129058 | split=train | frames=17 | time=4.08s
[230/5000] Wrote video_id=129060 | split=train | frames=64 | time=14.90s
[231/5000] Wrote video_id=129061 | split=train | frames=30 | time=7.07s
[232/5000] Wrote video_id=129062 | split=train | frames=51 | time=12.38s
[233/5000] Wrote video_id=129063 | split=train | frames=22 | time=5.53s
[234/5000] Wrote video_id=129065 | split=train | frames=40 | time=7.70s
[235/5000] Wrote video_id=129066 | split=train | frames=34 | time=8.14s
[236/5000] Wrote video_id=129067 | split=train | frames=39 | time=9.80s
[237/5000] Wrote video_id=129068 | split=train | frames=62 | time=14.99s
[238/5000] Wrote video_id=129070 | split=train | frames=59 | time=14.61s
[239/5000] Wrote video_id=129072 | split=train | frames=40 | time=9.98s
[240/5000] Wrote video_id=129074 | split=train | frames=40 | time=10.07s
[241/5000] Wrote video_id=129075 | split=train | frames=49 | time=12.32s
[242/5000] Wrote video_id=129076 | split=train | frames=58 | time=14.60s
[243/5000] Wrote video_id=129078 | split=train | frames=43 | time=8.64s
[244/5000] Wrote video_id=129079 | split=train | frames=58 | time=13.08s
[245/5000] Wrote video_id=129080 | split=train | frames=52 | time=12.60s
[246/5000] Wrote video_id=129081 | split=train | frames=17 | time=4.13s
[247/5000] Wrote video_id=129082 | split=train | frames=52 | time=12.51s
[248/5000] Wrote video_id=129083 | split=train | frames=43 | time=10.67s
[249/5000] Wrote video_id=129084 | split=train | frames=46 | time=10.86s
[250/5000] Wrote video_id=129085 | split=train | frames=46 | time=11.36s
[251/5000] Wrote video_id=129086 | split=train | frames=40 | time=9.27s
[252/5000] Wrote video_id=129087 | split=train | frames=49 | time=9.15s
[253/5000] Wrote video_id=129088 | split=train | frames=58 | time=10.50s
[254/5000] Wrote video_id=129089 | split=train | frames=46 | time=10.28s
[255/5000] Wrote video_id=129091 | split=train | frames=52 | time=12.54s
[256/5000] Wrote video_id=129092 | split=train | frames=35 | time=6.85s
[257/5000] Wrote video_id=129093 | split=train | frames=54 | time=11.70s
[258/5000] Wrote video_id=129094 | split=train | frames=55 | time=10.25s
[259/5000] Wrote video_id=129095 | split=train | frames=29 | time=6.04s
[260/5000] Wrote video_id=129097 | split=train | frames=68 | time=16.72s
[261/5000] Wrote video_id=129098 | split=train | frames=67 | time=13.75s
[262/5000] Wrote video_id=129099 | split=train | frames=68 | time=15.92s
[263/5000] Wrote video_id=129100 | split=train | frames=42 | time=9.75s
[264/5000] Wrote video_id=129102 | split=train | frames=65 | time=13.59s
[265/5000] Wrote video_id=129103 | split=train | frames=51 | time=12.39s
[266/5000] Wrote video_id=129104 | split=train | frames=31 | time=7.37s
[267/5000] Wrote video_id=129106 | split=train | frames=39 | time=7.81s
[268/5000] Wrote video_id=129107 | split=train | frames=60 | time=13.04s
[269/5000] Wrote video_id=129108 | split=train | frames=43 | time=10.80s
[270/5000] Wrote video_id=129109 | split=train | frames=55 | time=12.25s
[271/5000] Wrote video_id=129110 | split=train | frames=60 | time=15.08s
[272/5000] Wrote video_id=129111 | split=train | frames=40 | time=7.96s
[273/5000] Wrote video_id=129112 | split=train | frames=66 | time=15.22s
[274/5000] Wrote video_id=129114 | split=train | frames=55 | time=13.78s
[275/5000] Wrote video_id=129115 | split=train | frames=51 | time=12.83s
[276/5000] Wrote video_id=129116 | split=train | frames=39 | time=9.44s
[277/5000] Wrote video_id=129117 | split=train | frames=44 | time=10.29s
[278/5000] Wrote video_id=129119 | split=train | frames=31 | time=7.39s
[279/5000] Wrote video_id=129120 | split=train | frames=44 | time=7.94s
[280/5000] Wrote video_id=129121 | split=train | frames=41 | time=10.15s
[281/5000] Wrote video_id=129122 | split=train | frames=25 | time=5.85s
[282/5000] Wrote video_id=129124 | split=train | frames=64 | time=15.24s
[283/5000] Wrote video_id=129125 | split=train | frames=32 | time=7.15s
[284/5000] Wrote video_id=129127 | split=train | frames=23 | time=5.36s
[285/5000] Wrote video_id=129129 | split=train | frames=53 | time=13.32s
[286/5000] Wrote video_id=129130 | split=train | frames=65 | time=16.08s
[287/5000] Wrote video_id=129131 | split=train | frames=56 | time=12.26s
[288/5000] Wrote video_id=129132 | split=train | frames=43 | time=9.87s
[289/5000] Wrote video_id=129133 | split=train | frames=56 | time=12.18s
[290/5000] Wrote video_id=129134 | split=train | frames=52 | time=10.29s
[291/5000] Wrote video_id=129135 | split=train | frames=36 | time=7.91s
[292/5000] Wrote video_id=129137 | split=train | frames=34 | time=7.21s
[293/5000] Wrote video_id=129138 | split=train | frames=41 | time=9.34s
[294/5000] Wrote video_id=129139 | split=train | frames=52 | time=13.05s
[295/5000] Wrote video_id=129140 | split=train | frames=29 | time=7.30s
[296/5000] Wrote video_id=129141 | split=train | frames=48 | time=11.70s
[297/5000] Wrote video_id=129142 | split=train | frames=47 | time=9.02s
[298/5000] Wrote video_id=129143 | split=train | frames=42 | time=9.99s
[299/5000] Wrote video_id=129144 | split=train | frames=28 | time=6.88s
[300/5000] Wrote video_id=129146 | split=train | frames=38 | time=8.11s
[301/5000] Wrote video_id=129149 | split=train | frames=42 | time=8.90s
[302/5000] Wrote video_id=129150 | split=train | frames=45 | time=9.66s
[303/5000] Wrote video_id=129151 | split=train | frames=32 | time=7.48s
[304/5000] Wrote video_id=129152 | split=train | frames=26 | time=6.06s
[305/5000] Wrote video_id=129153 | split=train | frames=33 | time=7.17s
[306/5000] Wrote video_id=129154 | split=train | frames=61 | time=15.18s
[307/5000] Wrote video_id=129155 | split=train | frames=31 | time=7.65s
[308/5000] Wrote video_id=129156 | split=train | frames=50 | time=11.04s
[309/5000] Wrote video_id=129157 | split=train | frames=28 | time=6.89s
[310/5000] Wrote video_id=129158 | split=train | frames=58 | time=10.46s
[311/5000] Wrote video_id=129159 | split=train | frames=30 | time=7.53s
[312/5000] Wrote video_id=129160 | split=train | frames=29 | time=6.31s
[313/5000] Wrote video_id=129161 | split=train | frames=41 | time=10.04s
[314/5000] Wrote video_id=129162 | split=train | frames=37 | time=9.30s
[315/5000] Wrote video_id=129163 | split=train | frames=37 | time=7.91s
[316/5000] Wrote video_id=129164 | split=train | frames=58 | time=14.02s
[317/5000] Wrote video_id=129165 | split=train | frames=30 | time=6.46s
[318/5000] Wrote video_id=129166 | split=train | frames=33 | time=6.13s
[319/5000] Wrote video_id=129167 | split=train | frames=71 | time=17.19s
[320/5000] Wrote video_id=129168 | split=train | frames=55 | time=13.30s
[321/5000] Wrote video_id=129169 | split=train | frames=65 | time=13.11s
[322/5000] Wrote video_id=129170 | split=train | frames=53 | time=11.44s
[323/5000] Wrote video_id=129173 | split=train | frames=64 | time=16.02s
[324/5000] Wrote video_id=129174 | split=train | frames=46 | time=10.92s
[325/5000] Wrote video_id=129175 | split=train | frames=58 | time=12.18s
[326/5000] Wrote video_id=129176 | split=train | frames=58 | time=13.40s
[327/5000] Wrote video_id=129177 | split=train | frames=36 | time=7.85s
[328/5000] Wrote video_id=129178 | split=train | frames=41 | time=8.93s
[329/5000] Wrote video_id=129179 | split=train | frames=27 | time=5.96s
[330/5000] Wrote video_id=129180 | split=train | frames=56 | time=13.99s
[331/5000] Wrote video_id=129182 | split=train | frames=41 | time=7.66s
[332/5000] Wrote video_id=129183 | split=train | frames=48 | time=11.54s
[333/5000] Wrote video_id=129185 | split=train | frames=44 | time=10.01s
[334/5000] Wrote video_id=129188 | split=train | frames=65 | time=13.41s
[335/5000] Wrote video_id=129190 | split=train | frames=35 | time=6.46s
[336/5000] Wrote video_id=129191 | split=train | frames=58 | time=14.56s
[337/5000] Wrote video_id=129192 | split=train | frames=31 | time=7.46s
[338/5000] Wrote video_id=129193 | split=train | frames=35 | time=7.60s
[339/5000] Wrote video_id=129194 | split=train | frames=58 | time=13.78s
[340/5000] Wrote video_id=129195 | split=train | frames=58 | time=14.08s
[341/5000] Wrote video_id=129196 | split=train | frames=70 | time=16.02s
[342/5000] Wrote video_id=129197 | split=train | frames=21 | time=4.87s
[343/5000] Wrote video_id=129198 | split=train | frames=43 | time=10.06s
[344/5000] Wrote video_id=129199 | split=train | frames=42 | time=10.06s
[345/5000] Wrote video_id=129200 | split=train | frames=39 | time=8.86s
[346/5000] Wrote video_id=129201 | split=train | frames=40 | time=8.09s
[347/5000] Wrote video_id=129202 | split=train | frames=47 | time=11.20s
[348/5000] Wrote video_id=129203 | split=train | frames=38 | time=9.32s
[349/5000] Wrote video_id=129204 | split=train | frames=45 | time=10.88s
