/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.api_core once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.api_core past that date.
  warnings.warn(message, FutureWarning)
/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.cloud.storage_control_v2 once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.cloud.storage_control_v2 past that date.
  warnings.warn(message, FutureWarning)
frames_root: /datasets/ssv2/nips/frames_train
videos_to_process: 5000
first_video: 122166 | last_video: 128757
2026-04-26 15:54:45.981121: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:9261] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2026-04-26 15:54:45.981167: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:607] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2026-04-26 15:54:45.982083: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1515] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
2026-04-26 15:54:46.725523: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
[1/5000] Wrote video_id=122166 | split=train | frames=41 | time=18.55s
[74/5000] Wrote video_id=122259 | split=train | frames=60 | time=16.57s
[75/5000] Wrote video_id=122260 | split=train | frames=52 | time=13.36s
[76/5000] Wrote video_id=122261 | split=train | frames=42 | time=10.45s
[77/5000] Wrote video_id=122262 | split=train | frames=45 | time=11.84s
[78/5000] Wrote video_id=122264 | split=train | frames=37 | time=10.25s
[79/5000] Wrote video_id=122265 | split=train | frames=67 | time=15.68s
[80/5000] Wrote video_id=122266 | split=train | frames=28 | time=7.79s
[81/5000] Wrote video_id=122268 | split=train | frames=33 | time=9.22s
[82/5000] Wrote video_id=122270 | split=train | frames=25 | time=6.98s
[83/5000] Wrote video_id=122271 | split=train | frames=31 | time=6.94s
[84/5000] Wrote video_id=122273 | split=train | frames=30 | time=8.26s
[85/5000] Wrote video_id=122274 | split=train | frames=54 | time=12.55s
[86/5000] Wrote video_id=122275 | split=train | frames=34 | time=7.92s
[87/5000] Wrote video_id=122277 | split=train | frames=41 | time=9.35s
[88/5000] Wrote video_id=122278 | split=train | frames=59 | time=15.68s
[89/5000] Wrote video_id=122280 | split=train | frames=29 | time=7.36s
[90/5000] Wrote video_id=122283 | split=train | frames=38 | time=8.66s
[91/5000] Wrote video_id=122285 | split=train | frames=70 | time=19.30s
[92/5000] Wrote video_id=122286 | split=train | frames=35 | time=8.09s
[93/5000] Wrote video_id=122287 | split=train | frames=66 | time=16.81s
[94/5000] Wrote video_id=122288 | split=train | frames=42 | time=11.67s
[95/5000] Wrote video_id=122289 | split=train | frames=30 | time=8.32s
[96/5000] Wrote video_id=122290 | split=train | frames=72 | time=15.76s
[97/5000] Wrote video_id=122291 | split=train | frames=39 | time=9.63s
[98/5000] Wrote video_id=122292 | split=train | frames=17 | time=3.95s
[99/5000] Wrote video_id=122294 | split=train | frames=52 | time=12.09s
[100/5000] Wrote video_id=122295 | split=train | frames=57 | time=15.80s
[101/5000] Wrote video_id=122296 | split=train | frames=34 | time=6.90s
[102/5000] Wrote video_id=122297 | split=train | frames=61 | time=16.80s
[103/5000] Wrote video_id=122298 | split=train | frames=59 | time=14.73s
[104/5000] Wrote video_id=122299 | split=train | frames=67 | time=14.40s
[105/5000] Wrote video_id=122300 | split=train | frames=41 | time=10.88s
[106/5000] Wrote video_id=122301 | split=train | frames=40 | time=9.56s
[107/5000] Wrote video_id=122302 | split=train | frames=49 | time=12.46s
[108/5000] Wrote video_id=122303 | split=train | frames=29 | time=7.78s
[109/5000] Wrote video_id=122304 | split=train | frames=30 | time=8.21s
[110/5000] Wrote video_id=122305 | split=train | frames=55 | time=15.19s
[111/5000] Wrote video_id=122306 | split=train | frames=58 | time=12.36s
[112/5000] Wrote video_id=122307 | split=train | frames=38 | time=10.20s
[113/5000] Wrote video_id=122308 | split=train | frames=50 | time=13.15s
[114/5000] Wrote video_id=122309 | split=train | frames=51 | time=10.36s
[115/5000] Wrote video_id=122310 | split=train | frames=54 | time=14.77s
[116/5000] Wrote video_id=122311 | split=train | frames=63 | time=16.28s
[117/5000] Wrote video_id=122312 | split=train | frames=41 | time=8.43s
[118/5000] Wrote video_id=122314 | split=train | frames=53 | time=12.24s
[119/5000] Wrote video_id=122315 | split=train | frames=44 | time=10.84s
[120/5000] Wrote video_id=122316 | split=train | frames=59 | time=15.08s
[121/5000] Wrote video_id=122318 | split=train | frames=45 | time=11.46s
[122/5000] Wrote video_id=122319 | split=train | frames=61 | time=16.33s
[123/5000] Wrote video_id=122320 | split=train | frames=48 | time=13.17s
[124/5000] Wrote video_id=122322 | split=train | frames=48 | time=9.67s
[125/5000] Wrote video_id=122324 | split=train | frames=64 | time=17.35s
[126/5000] Wrote video_id=122325 | split=train | frames=25 | time=5.78s
[127/5000] Wrote video_id=122326 | split=train | frames=48 | time=11.50s
[128/5000] Wrote video_id=122327 | split=train | frames=53 | time=12.27s
[129/5000] Wrote video_id=122328 | split=train | frames=42 | time=10.79s
[130/5000] Wrote video_id=122330 | split=train | frames=60 | time=15.53s
[131/5000] Wrote video_id=122331 | split=train | frames=49 | time=11.48s
[132/5000] Wrote video_id=122332 | split=train | frames=44 | time=12.01s
[133/5000] Wrote video_id=122333 | split=train | frames=25 | time=6.06s
[134/5000] Wrote video_id=122335 | split=train | frames=33 | time=8.28s
[135/5000] Wrote video_id=122336 | split=train | frames=50 | time=13.54s
[136/5000] Wrote video_id=122337 | split=train | frames=55 | time=14.75s
[137/5000] Wrote video_id=122340 | split=train | frames=45 | time=10.16s
[138/5000] Wrote video_id=122341 | split=train | frames=44 | time=10.99s
[139/5000] Wrote video_id=122342 | split=train | frames=43 | time=11.34s
[140/5000] Wrote video_id=122343 | split=train | frames=41 | time=9.01s
[141/5000] Wrote video_id=122344 | split=train | frames=34 | time=8.13s
[142/5000] Wrote video_id=122345 | split=train | frames=42 | time=11.61s
[143/5000] Wrote video_id=122346 | split=train | frames=40 | time=11.07s
[144/5000] Wrote video_id=122347 | split=train | frames=63 | time=16.40s
[145/5000] Wrote video_id=122349 | split=train | frames=61 | time=13.35s
[146/5000] Wrote video_id=122350 | split=train | frames=44 | time=10.03s
[147/5000] Wrote video_id=122351 | split=train | frames=32 | time=8.50s
[148/5000] Wrote video_id=122353 | split=train | frames=40 | time=8.53s
[149/5000] Wrote video_id=122354 | split=train | frames=45 | time=11.91s
[150/5000] Wrote video_id=122355 | split=train | frames=25 | time=6.86s
[151/5000] Wrote video_id=122356 | split=train | frames=36 | time=9.83s
[152/5000] Wrote video_id=122357 | split=train | frames=58 | time=14.34s
[153/5000] Wrote video_id=122358 | split=train | frames=41 | time=9.82s
[154/5000] Wrote video_id=122360 | split=train | frames=42 | time=9.44s
[155/5000] Wrote video_id=122362 | split=train | frames=33 | time=8.53s
[156/5000] Wrote video_id=122363 | split=train | frames=24 | time=6.46s
[157/5000] Wrote video_id=122364 | split=train | frames=52 | time=14.43s
[158/5000] Wrote video_id=122366 | split=train | frames=40 | time=8.12s
[159/5000] Wrote video_id=122367 | split=train | frames=28 | time=7.72s
[160/5000] Wrote video_id=122369 | split=train | frames=50 | time=11.40s
[161/5000] Wrote video_id=122371 | split=train | frames=60 | time=15.86s
[162/5000] Wrote video_id=122372 | split=train | frames=61 | time=16.68s
[163/5000] Wrote video_id=122373 | split=train | frames=46 | time=12.37s
[164/5000] Wrote video_id=122375 | split=train | frames=30 | time=6.98s
[165/5000] Wrote video_id=122376 | split=train | frames=41 | time=10.96s
[166/5000] Wrote video_id=122377 | split=train | frames=45 | time=11.21s
[167/5000] Wrote video_id=122378 | split=train | frames=16 | time=3.80s
[168/5000] Wrote video_id=122379 | split=train | frames=59 | time=15.92s
[169/5000] Wrote video_id=122380 | split=train | frames=33 | time=9.01s
[170/5000] Wrote video_id=122383 | split=train | frames=18 | time=3.63s
[171/5000] Wrote video_id=122384 | split=train | frames=46 | time=10.01s
[172/5000] Wrote video_id=122385 | split=train | frames=45 | time=10.30s
[173/5000] Wrote video_id=122390 | split=train | frames=32 | time=8.19s
[174/5000] Wrote video_id=122391 | split=train | frames=52 | time=13.33s
[175/5000] Wrote video_id=122392 | split=train | frames=64 | time=17.23s
[176/5000] Wrote video_id=122393 | split=train | frames=48 | time=12.97s
[177/5000] Wrote video_id=122395 | split=train | frames=40 | time=10.54s
[178/5000] Wrote video_id=122396 | split=train | frames=44 | time=12.08s
[179/5000] Wrote video_id=122399 | split=train | frames=39 | time=9.55s
[180/5000] Wrote video_id=122401 | split=train | frames=48 | time=12.19s
[181/5000] Wrote video_id=122402 | split=train | frames=45 | time=11.48s
[182/5000] Wrote video_id=122406 | split=train | frames=56 | time=11.50s
[183/5000] Wrote video_id=122407 | split=train | frames=47 | time=12.87s
[184/5000] Wrote video_id=122409 | split=train | frames=67 | time=14.93s
[185/5000] Wrote video_id=122410 | split=train | frames=33 | time=8.89s
[186/5000] Wrote video_id=122411 | split=train | frames=30 | time=8.19s
[187/5000] Wrote video_id=122412 | split=train | frames=37 | time=8.58s
[188/5000] Wrote video_id=122413 | split=train | frames=46 | time=11.69s
[189/5000] Wrote video_id=122416 | split=train | frames=33 | time=8.02s
[190/5000] Wrote video_id=122417 | split=train | frames=38 | time=8.04s
[191/5000] Wrote video_id=122420 | split=train | frames=65 | time=16.43s
[192/5000] Wrote video_id=122421 | split=train | frames=47 | time=11.85s
[193/5000] Wrote video_id=122423 | split=train | frames=60 | time=14.90s
[194/5000] Wrote video_id=122424 | split=train | frames=55 | time=12.03s
[195/5000] Wrote video_id=122425 | split=train | frames=45 | time=11.76s
[196/5000] Wrote video_id=122426 | split=train | frames=46 | time=9.25s
[197/5000] Wrote video_id=122427 | split=train | frames=39 | time=9.72s
[198/5000] Wrote video_id=122428 | split=train | frames=45 | time=11.22s
[199/5000] Wrote video_id=122429 | split=train | frames=57 | time=14.56s
[200/5000] Wrote video_id=122430 | split=train | frames=59 | time=15.35s
[201/5000] Wrote video_id=122431 | split=train | frames=36 | time=8.15s
[202/5000] Wrote video_id=122432 | split=train | frames=48 | time=13.13s
[203/5000] Wrote video_id=122433 | split=train | frames=45 | time=12.46s
[204/5000] Wrote video_id=122435 | split=train | frames=42 | time=10.79s
[205/5000] Wrote video_id=122436 | split=train | frames=61 | time=15.28s
[206/5000] Wrote video_id=122437 | split=train | frames=61 | time=15.82s
[207/5000] Wrote video_id=122438 | split=train | frames=38 | time=8.49s
[208/5000] Wrote video_id=122439 | split=train | frames=47 | time=9.48s
[209/5000] Wrote video_id=122440 | split=train | frames=53 | time=11.41s
[210/5000] Wrote video_id=122441 | split=train | frames=58 | time=12.33s
[211/5000] Wrote video_id=122442 | split=train | frames=49 | time=13.49s
[212/5000] Wrote video_id=122443 | split=train | frames=41 | time=11.31s
[213/5000] Wrote video_id=122444 | split=train | frames=43 | time=8.76s
[214/5000] Wrote video_id=122445 | split=train | frames=67 | time=17.36s
[215/5000] Wrote video_id=122446 | split=train | frames=40 | time=10.96s
[216/5000] Wrote video_id=122447 | split=train | frames=58 | time=14.37s
[217/5000] Wrote video_id=122448 | split=train | frames=41 | time=8.30s
[218/5000] Wrote video_id=122449 | split=train | frames=50 | time=13.47s
[219/5000] Wrote video_id=122450 | split=train | frames=45 | time=12.44s
[220/5000] Wrote video_id=122451 | split=train | frames=20 | time=5.55s
[221/5000] Wrote video_id=122453 | split=train | frames=22 | time=5.50s
[222/5000] Wrote video_id=122454 | split=train | frames=49 | time=10.87s
[223/5000] Wrote video_id=122455 | split=train | frames=39 | time=9.56s
[224/5000] Wrote video_id=122456 | split=train | frames=30 | time=7.67s
[225/5000] Wrote video_id=122457 | split=train | frames=34 | time=9.04s
[226/5000] Wrote video_id=122459 | split=train | frames=35 | time=9.69s
[227/5000] Wrote video_id=122460 | split=train | frames=67 | time=17.66s
[228/5000] Wrote video_id=122461 | split=train | frames=51 | time=10.69s
[229/5000] Wrote video_id=122463 | split=train | frames=45 | time=12.42s
[230/5000] Wrote video_id=122464 | split=train | frames=52 | time=13.85s
[231/5000] Wrote video_id=122465 | split=train | frames=35 | time=9.71s
[232/5000] Wrote video_id=122466 | split=train | frames=65 | time=16.84s
[233/5000] Wrote video_id=122467 | split=train | frames=45 | time=9.30s
[234/5000] Wrote video_id=122468 | split=train | frames=36 | time=9.94s
[235/5000] Wrote video_id=122469 | split=train | frames=61 | time=15.52s
[236/5000] Wrote video_id=122470 | split=train | frames=36 | time=8.37s
[237/5000] Wrote video_id=122471 | split=train | frames=22 | time=5.67s
[238/5000] Wrote video_id=122472 | split=train | frames=25 | time=5.93s
[239/5000] Wrote video_id=122475 | split=train | frames=23 | time=6.08s
[240/5000] Wrote video_id=122476 | split=train | frames=60 | time=14.87s
[241/5000] Wrote video_id=122477 | split=train | frames=29 | time=7.59s
[242/5000] Wrote video_id=122478 | split=train | frames=39 | time=10.26s
[243/5000] Wrote video_id=122479 | split=train | frames=36 | time=8.41s
[244/5000] Wrote video_id=122480 | split=train | frames=48 | time=12.42s
[245/5000] Wrote video_id=122481 | split=train | frames=52 | time=12.64s
[246/5000] Wrote video_id=122482 | split=train | frames=54 | time=14.77s
[247/5000] Wrote video_id=122483 | split=train | frames=50 | time=13.38s
[248/5000] Wrote video_id=122485 | split=train | frames=32 | time=6.46s
[249/5000] Wrote video_id=122487 | split=train | frames=46 | time=10.47s
[250/5000] Wrote video_id=122488 | split=train | frames=31 | time=8.38s
[251/5000] Wrote video_id=122489 | split=train | frames=39 | time=9.96s
[252/5000] Wrote video_id=122490 | split=train | frames=67 | time=17.34s
[253/5000] Wrote video_id=122491 | split=train | frames=32 | time=8.35s
[254/5000] Wrote video_id=122493 | split=train | frames=47 | time=12.41s
[255/5000] Wrote video_id=122494 | split=train | frames=57 | time=15.10s
[256/5000] Wrote video_id=122498 | split=train | frames=48 | time=12.75s
[257/5000] Wrote video_id=122499 | split=train | frames=46 | time=12.30s
[258/5000] Wrote video_id=122501 | split=train | frames=47 | time=11.58s
[259/5000] Wrote video_id=122502 | split=train | frames=33 | time=7.82s
[260/5000] Wrote video_id=122503 | split=train | frames=26 | time=6.69s
[261/5000] Wrote video_id=122505 | split=train | frames=39 | time=10.58s
[262/5000] Wrote video_id=122506 | split=train | frames=41 | time=11.05s
[263/5000] Wrote video_id=122507 | split=train | frames=41 | time=9.17s
[264/5000] Wrote video_id=122508 | split=train | frames=45 | time=12.31s
[265/5000] Wrote video_id=122509 | split=train | frames=29 | time=7.71s
[266/5000] Wrote video_id=122510 | split=train | frames=36 | time=7.69s
[267/5000] Wrote video_id=122512 | split=train | frames=33 | time=6.70s
[268/5000] Wrote video_id=122513 | split=train | frames=62 | time=13.92s
[269/5000] Wrote video_id=122514 | split=train | frames=54 | time=11.72s
[270/5000] Wrote video_id=122515 | split=train | frames=41 | time=11.20s
[271/5000] Wrote video_id=122518 | split=train | frames=36 | time=7.82s
[272/5000] Wrote video_id=122519 | split=train | frames=42 | time=10.67s
[273/5000] Wrote video_id=122520 | split=train | frames=58 | time=15.31s
[274/5000] Wrote video_id=122522 | split=train | frames=48 | time=13.00s
[275/5000] Wrote video_id=122524 | split=train | frames=54 | time=14.65s
[276/5000] Wrote video_id=122525 | split=train | frames=38 | time=10.24s
[277/5000] Wrote video_id=122526 | split=train | frames=62 | time=15.41s
[278/5000] Wrote video_id=122528 | split=train | frames=51 | time=11.48s
[279/5000] Wrote video_id=122531 | split=train | frames=52 | time=12.30s
[280/5000] Wrote video_id=122535 | split=train | frames=23 | time=5.39s
[281/5000] Wrote video_id=122537 | split=train | frames=66 | time=14.99s
[282/5000] Wrote video_id=122539 | split=train | frames=28 | time=7.16s
[283/5000] Wrote video_id=122540 | split=train | frames=43 | time=11.50s
[284/5000] Wrote video_id=122541 | split=train | frames=20 | time=5.48s
[285/5000] Wrote video_id=122542 | split=train | frames=42 | time=11.47s
[286/5000] Wrote video_id=122543 | split=train | frames=21 | time=5.33s
[287/5000] Wrote video_id=122545 | split=train | frames=36 | time=9.61s
[288/5000] Wrote video_id=122546 | split=train | frames=40 | time=10.80s
[289/5000] Wrote video_id=122547 | split=train | frames=26 | time=6.47s
[290/5000] Wrote video_id=122548 | split=train | frames=66 | time=17.50s
[291/5000] Wrote video_id=122549 | split=train | frames=35 | time=8.45s
[292/5000] Wrote video_id=122551 | split=train | frames=40 | time=10.46s
[293/5000] Wrote video_id=122552 | split=train | frames=37 | time=9.98s
[294/5000] Wrote video_id=122553 | split=train | frames=39 | time=10.56s
[295/5000] Wrote video_id=122554 | split=train | frames=32 | time=8.75s
[296/5000] Wrote video_id=122555 | split=train | frames=50 | time=12.17s
[297/5000] Wrote video_id=122557 | split=train | frames=46 | time=11.32s
[298/5000] Wrote video_id=122559 | split=train | frames=31 | time=8.15s
[299/5000] Wrote video_id=122560 | split=train | frames=40 | time=10.18s
[300/5000] Wrote video_id=122561 | split=train | frames=44 | time=12.00s
[301/5000] Wrote video_id=122562 | split=train | frames=26 | time=6.92s
[302/5000] Wrote video_id=122564 | split=train | frames=60 | time=16.06s
[303/5000] Wrote video_id=122565 | split=train | frames=42 | time=10.81s
[304/5000] Wrote video_id=122566 | split=train | frames=43 | time=8.77s
[305/5000] Wrote video_id=122567 | split=train | frames=23 | time=5.82s
[306/5000] Wrote video_id=122569 | split=train | frames=46 | time=12.48s
[307/5000] Wrote video_id=122570 | split=train | frames=57 | time=15.45s
[308/5000] Wrote video_id=122571 | split=train | frames=40 | time=10.92s
[309/5000] Wrote video_id=122573 | split=train | frames=68 | time=17.84s
[310/5000] Wrote video_id=122575 | split=train | frames=54 | time=13.89s
[311/5000] Wrote video_id=122576 | split=train | frames=55 | time=14.12s
[312/5000] Wrote video_id=122577 | split=train | frames=44 | time=11.75s
[313/5000] Wrote video_id=122578 | split=train | frames=43 | time=10.92s
[314/5000] Wrote video_id=122579 | split=train | frames=32 | time=7.77s
[315/5000] Wrote video_id=122580 | split=train | frames=32 | time=6.70s
[316/5000] Wrote video_id=122581 | split=train | frames=67 | time=16.15s
[317/5000] Wrote video_id=122583 | split=train | frames=34 | time=8.43s
[318/5000] Wrote video_id=122585 | split=train | frames=52 | time=12.74s
[319/5000] Wrote video_id=122586 | split=train | frames=38 | time=10.36s
[320/5000] Wrote video_id=122587 | split=train | frames=26 | time=7.09s
[321/5000] Wrote video_id=122588 | split=train | frames=39 | time=10.45s
[322/5000] Wrote video_id=122589 | split=train | frames=39 | time=10.28s
[323/5000] Wrote video_id=122590 | split=train | frames=41 | time=9.09s
[324/5000] Wrote video_id=122592 | split=train | frames=28 | time=7.31s
[325/5000] Wrote video_id=122593 | split=train | frames=50 | time=11.92s
[326/5000] Wrote video_id=122594 | split=train | frames=71 | time=18.38s
[327/5000] Wrote video_id=122595 | split=train | frames=33 | time=8.17s
[328/5000] Wrote video_id=122596 | split=train | frames=61 | time=15.80s
[329/5000] Wrote video_id=122598 | split=train | frames=47 | time=12.22s
[330/5000] Wrote video_id=122600 | split=train | frames=36 | time=9.35s
[331/5000] Wrote video_id=122601 | split=train | frames=38 | time=8.77s
[332/5000] Wrote video_id=122603 | split=train | frames=52 | time=13.69s
[333/5000] Wrote video_id=122605 | split=train | frames=39 | time=10.23s
[334/5000] Wrote video_id=122606 | split=train | frames=38 | time=9.12s
[335/5000] Wrote video_id=122607 | split=train | frames=72 | time=19.50s
[336/5000] Wrote video_id=122608 | split=train | frames=58 | time=13.24s
[337/5000] Wrote video_id=122609 | split=train | frames=66 | time=13.37s
[338/5000] Wrote video_id=122610 | split=train | frames=30 | time=6.57s
[339/5000] Wrote video_id=122611 | split=train | frames=48 | time=12.87s
[340/5000] Wrote video_id=122612 | split=train | frames=69 | time=18.50s
[341/5000] Wrote video_id=122613 | split=train | frames=32 | time=7.67s
[342/5000] Wrote video_id=122614 | split=train | frames=58 | time=14.89s
[343/5000] Wrote video_id=122615 | split=train | frames=49 | time=12.49s
[344/5000] Wrote video_id=122616 | split=train | frames=38 | time=7.60s
[345/5000] Wrote video_id=122618 | split=train | frames=39 | time=9.63s
[346/5000] Wrote video_id=122619 | split=train | frames=47 | time=12.81s
[347/5000] Wrote video_id=122620 | split=train | frames=31 | time=7.79s
[348/5000] Wrote video_id=122622 | split=train | frames=51 | time=12.03s
[349/5000] Wrote video_id=122624 | split=train | frames=31 | time=8.46s
