/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.api_core once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.api_core past that date.
  warnings.warn(message, FutureWarning)
/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.cloud.storage_control_v2 once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.cloud.storage_control_v2 past that date.
  warnings.warn(message, FutureWarning)
frames_root: /datasets/ssv2/nips/frames_train
videos_to_process: 5000
first_video: 109158 | last_video: 115678
2026-04-26 15:54:23.909153: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:9261] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2026-04-26 15:54:23.909189: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:607] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2026-04-26 15:54:23.910025: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1515] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
2026-04-26 15:54:24.707638: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
[1/5000] Wrote video_id=109158 | split=train | frames=56 | time=24.57s
[218/5000] Wrote video_id=109449 | split=train | frames=60 | time=14.23s
[219/5000] Wrote video_id=109450 | split=train | frames=61 | time=14.71s
[220/5000] Wrote video_id=109451 | split=train | frames=41 | time=10.18s
[221/5000] Wrote video_id=109453 | split=train | frames=33 | time=8.22s
[222/5000] Wrote video_id=109455 | split=train | frames=45 | time=9.79s
[223/5000] Wrote video_id=109457 | split=train | frames=55 | time=13.01s
[224/5000] Wrote video_id=109460 | split=train | frames=34 | time=8.42s
[225/5000] Wrote video_id=109461 | split=train | frames=35 | time=7.67s
[226/5000] Wrote video_id=109462 | split=train | frames=54 | time=11.04s
[227/5000] Wrote video_id=109463 | split=train | frames=33 | time=7.89s
[228/5000] Wrote video_id=109464 | split=train | frames=46 | time=11.50s
[229/5000] Wrote video_id=109465 | split=train | frames=47 | time=11.35s
[230/5000] Wrote video_id=109466 | split=train | frames=35 | time=8.41s
[231/5000] Wrote video_id=109467 | split=train | frames=56 | time=12.98s
[232/5000] Wrote video_id=109468 | split=train | frames=48 | time=8.65s
[233/5000] Wrote video_id=109469 | split=train | frames=65 | time=13.29s
[234/5000] Wrote video_id=109471 | split=train | frames=59 | time=12.14s
[235/5000] Wrote video_id=109475 | split=train | frames=64 | time=14.90s
[236/5000] Wrote video_id=109477 | split=train | frames=12 | time=2.78s
[237/5000] Wrote video_id=109478 | split=train | frames=40 | time=8.49s
[238/5000] Wrote video_id=109479 | split=train | frames=47 | time=10.21s
[239/5000] Wrote video_id=109480 | split=train | frames=57 | time=10.36s
[240/5000] Wrote video_id=109481 | split=train | frames=38 | time=9.48s
[241/5000] Wrote video_id=109482 | split=train | frames=38 | time=8.79s
[242/5000] Wrote video_id=109483 | split=train | frames=48 | time=11.24s
[243/5000] Wrote video_id=109484 | split=train | frames=53 | time=12.23s
[244/5000] Wrote video_id=109485 | split=train | frames=63 | time=13.18s
[245/5000] Wrote video_id=109486 | split=train | frames=67 | time=16.08s
[246/5000] Wrote video_id=109487 | split=train | frames=45 | time=11.19s
[247/5000] Wrote video_id=109489 | split=train | frames=37 | time=9.24s
[248/5000] Wrote video_id=109491 | split=train | frames=58 | time=11.19s
[249/5000] Wrote video_id=109493 | split=train | frames=66 | time=16.23s
[250/5000] Wrote video_id=109494 | split=train | frames=50 | time=12.21s
[251/5000] Wrote video_id=109495 | split=train | frames=40 | time=8.58s
[252/5000] Wrote video_id=109496 | split=train | frames=65 | time=12.15s
[253/5000] Wrote video_id=109497 | split=train | frames=44 | time=9.68s
[254/5000] Wrote video_id=109498 | split=train | frames=70 | time=16.60s
[255/5000] Wrote video_id=109500 | split=train | frames=30 | time=7.49s
[256/5000] Wrote video_id=109501 | split=train | frames=38 | time=9.30s
[257/5000] Wrote video_id=109502 | split=train | frames=30 | time=6.25s
[258/5000] Wrote video_id=109503 | split=train | frames=55 | time=13.59s
[259/5000] Wrote video_id=109504 | split=train | frames=55 | time=11.93s
[260/5000] Wrote video_id=109505 | split=train | frames=39 | time=9.74s
[261/5000] Wrote video_id=109506 | split=train | frames=62 | time=14.71s
[262/5000] Wrote video_id=109508 | split=train | frames=45 | time=11.04s
[263/5000] Wrote video_id=109509 | split=train | frames=43 | time=8.82s
[264/5000] Wrote video_id=109510 | split=train | frames=58 | time=12.95s
[265/5000] Wrote video_id=109511 | split=train | frames=28 | time=5.51s
[266/5000] Wrote video_id=109512 | split=train | frames=44 | time=10.22s
[267/5000] Wrote video_id=109514 | split=train | frames=30 | time=6.87s
[268/5000] Wrote video_id=109515 | split=train | frames=53 | time=12.22s
[269/5000] Wrote video_id=109516 | split=train | frames=49 | time=11.70s
[270/5000] Wrote video_id=109517 | split=train | frames=59 | time=13.18s
[271/5000] Wrote video_id=109518 | split=train | frames=42 | time=10.42s
[272/5000] Wrote video_id=109519 | split=train | frames=30 | time=7.17s
[273/5000] Wrote video_id=109520 | split=train | frames=27 | time=4.86s
[274/5000] Wrote video_id=109521 | split=train | frames=62 | time=14.59s
[275/5000] Wrote video_id=109523 | split=train | frames=65 | time=13.96s
[276/5000] Wrote video_id=109525 | split=train | frames=65 | time=14.75s
[277/5000] Wrote video_id=109526 | split=train | frames=40 | time=9.21s
[278/5000] Wrote video_id=109527 | split=train | frames=51 | time=12.69s
[279/5000] Wrote video_id=109528 | split=train | frames=52 | time=11.68s
[280/5000] Wrote video_id=109529 | split=train | frames=38 | time=7.65s
[281/5000] Wrote video_id=109530 | split=train | frames=56 | time=12.98s
[282/5000] Wrote video_id=109531 | split=train | frames=44 | time=10.97s
[283/5000] Wrote video_id=109532 | split=train | frames=18 | time=3.23s
[284/5000] Wrote video_id=109535 | split=train | frames=37 | time=7.54s
[285/5000] Wrote video_id=109536 | split=train | frames=21 | time=5.24s
[286/5000] Wrote video_id=109537 | split=train | frames=60 | time=14.45s
[287/5000] Wrote video_id=109539 | split=train | frames=52 | time=11.22s
[288/5000] Wrote video_id=109540 | split=train | frames=36 | time=7.47s
[289/5000] Wrote video_id=109541 | split=train | frames=55 | time=12.22s
[290/5000] Wrote video_id=109542 | split=train | frames=36 | time=8.69s
[291/5000] Wrote video_id=109543 | split=train | frames=58 | time=12.58s
[292/5000] Wrote video_id=109544 | split=train | frames=57 | time=11.71s
[293/5000] Wrote video_id=109545 | split=train | frames=36 | time=7.18s
[294/5000] Wrote video_id=109546 | split=train | frames=47 | time=9.56s
[295/5000] Wrote video_id=109547 | split=train | frames=47 | time=11.40s
[296/5000] Wrote video_id=109548 | split=train | frames=62 | time=15.04s
[297/5000] Wrote video_id=109549 | split=train | frames=38 | time=9.12s
[298/5000] Wrote video_id=109550 | split=train | frames=35 | time=8.72s
[299/5000] Wrote video_id=109551 | split=train | frames=55 | time=13.71s
[300/5000] Wrote video_id=109552 | split=train | frames=48 | time=11.97s
[301/5000] Wrote video_id=109553 | split=train | frames=16 | time=3.45s
[302/5000] Wrote video_id=109554 | split=train | frames=39 | time=7.73s
[303/5000] Wrote video_id=109555 | split=train | frames=54 | time=12.20s
[304/5000] Wrote video_id=109560 | split=train | frames=56 | time=13.53s
[305/5000] Wrote video_id=109561 | split=train | frames=59 | time=14.53s
[306/5000] Wrote video_id=109562 | split=train | frames=42 | time=10.32s
[307/5000] Wrote video_id=109565 | split=train | frames=31 | time=7.44s
[308/5000] Wrote video_id=109566 | split=train | frames=63 | time=15.71s
[309/5000] Wrote video_id=109567 | split=train | frames=64 | time=14.31s
[310/5000] Wrote video_id=109568 | split=train | frames=38 | time=9.04s
[311/5000] Wrote video_id=109569 | split=train | frames=39 | time=9.04s
[312/5000] Wrote video_id=109570 | split=train | frames=49 | time=11.66s
[313/5000] Wrote video_id=109571 | split=train | frames=41 | time=10.21s
[314/5000] Wrote video_id=109572 | split=train | frames=60 | time=13.51s
[315/5000] Wrote video_id=109573 | split=train | frames=61 | time=15.20s
[316/5000] Wrote video_id=109574 | split=train | frames=40 | time=8.78s
[317/5000] Wrote video_id=109575 | split=train | frames=48 | time=10.02s
[318/5000] Wrote video_id=109576 | split=train | frames=41 | time=9.82s
[319/5000] Wrote video_id=109577 | split=train | frames=51 | time=12.63s
[320/5000] Wrote video_id=109578 | split=train | frames=32 | time=7.97s
[321/5000] Wrote video_id=109580 | split=train | frames=49 | time=11.38s
[322/5000] Wrote video_id=109581 | split=train | frames=55 | time=12.39s
[323/5000] Wrote video_id=109582 | split=train | frames=32 | time=7.45s
[324/5000] Wrote video_id=109583 | split=train | frames=47 | time=11.29s
[325/5000] Wrote video_id=109584 | split=train | frames=36 | time=8.64s
[326/5000] Wrote video_id=109586 | split=train | frames=43 | time=10.72s
[327/5000] Wrote video_id=109587 | split=train | frames=63 | time=11.52s
[328/5000] Wrote video_id=109588 | split=train | frames=52 | time=12.46s
[329/5000] Wrote video_id=109589 | split=train | frames=51 | time=11.65s
[330/5000] Wrote video_id=109590 | split=train | frames=26 | time=6.34s
[331/5000] Wrote video_id=109591 | split=train | frames=56 | time=13.57s
[332/5000] Wrote video_id=109592 | split=train | frames=61 | time=14.80s
[333/5000] Wrote video_id=109593 | split=train | frames=62 | time=15.05s
[334/5000] Wrote video_id=109595 | split=train | frames=52 | time=10.43s
[335/5000] Wrote video_id=109597 | split=train | frames=45 | time=10.26s
[336/5000] Wrote video_id=109598 | split=train | frames=34 | time=6.88s
[337/5000] Wrote video_id=109599 | split=train | frames=54 | time=13.09s
[338/5000] Wrote video_id=109600 | split=train | frames=44 | time=9.28s
[339/5000] Wrote video_id=109601 | split=train | frames=35 | time=7.72s
[340/5000] Wrote video_id=109602 | split=train | frames=49 | time=11.56s
[341/5000] Wrote video_id=109605 | split=train | frames=63 | time=15.73s
[342/5000] Wrote video_id=109606 | split=train | frames=55 | time=12.81s
[343/5000] Wrote video_id=109609 | split=train | frames=48 | time=11.18s
[344/5000] Wrote video_id=109610 | split=train | frames=41 | time=9.22s
[345/5000] Wrote video_id=109611 | split=train | frames=32 | time=7.90s
[346/5000] Wrote video_id=109612 | split=train | frames=60 | time=14.23s
[347/5000] Wrote video_id=109613 | split=train | frames=66 | time=16.48s
[348/5000] Wrote video_id=109614 | split=train | frames=39 | time=8.63s
[349/5000] Wrote video_id=109615 | split=train | frames=64 | time=12.63s
