/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.api_core once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.api_core past that date.
  warnings.warn(message, FutureWarning)
/usr/local/lib/python3.10/dist-packages/google/api_core/_python_version_support.py:273: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.cloud.storage_control_v2 once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.cloud.storage_control_v2 past that date.
  warnings.warn(message, FutureWarning)
frames_root: /datasets/ssv2/nips/frames_train
videos_to_process: 5000
first_video: 102593 | last_video: 109156
2026-04-26 15:54:29.059868: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:9261] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2026-04-26 15:54:29.059916: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:607] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2026-04-26 15:54:29.060779: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1515] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
2026-04-26 15:54:30.185481: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
AttributeError: 'MessageFactory' object has no attribute 'GetPrototype'
[1/5000] Wrote video_id=102593 | split=train | frames=44 | time=23.03s
[27/5000] Wrote video_id=102625 | split=train | frames=39 | time=11.27s
[28/5000] Wrote video_id=102626 | split=train | frames=40 | time=10.60s
[29/5000] Wrote video_id=102627 | split=train | frames=32 | time=8.34s
[30/5000] Wrote video_id=102628 | split=train | frames=63 | time=15.80s
[31/5000] Wrote video_id=102629 | split=train | frames=59 | time=14.96s
[32/5000] Wrote video_id=102631 | split=train | frames=55 | time=16.10s
[33/5000] Wrote video_id=102632 | split=train | frames=38 | time=10.97s
[34/5000] Wrote video_id=102633 | split=train | frames=60 | time=15.79s
[35/5000] Wrote video_id=102634 | split=train | frames=61 | time=16.59s
[36/5000] Wrote video_id=102638 | split=train | frames=28 | time=7.65s
[37/5000] Wrote video_id=102639 | split=train | frames=50 | time=14.39s
[38/5000] Wrote video_id=102640 | split=train | frames=59 | time=17.68s
[39/5000] Wrote video_id=102641 | split=train | frames=35 | time=9.19s
[40/5000] Wrote video_id=102643 | split=train | frames=45 | time=13.22s
[41/5000] Wrote video_id=102644 | split=train | frames=38 | time=11.44s
[42/5000] Wrote video_id=102645 | split=train | frames=41 | time=11.01s
[43/5000] Wrote video_id=102646 | split=train | frames=63 | time=18.66s
[44/5000] Wrote video_id=102647 | split=train | frames=50 | time=14.90s
[45/5000] Wrote video_id=102648 | split=train | frames=46 | time=12.09s
[46/5000] Wrote video_id=102650 | split=train | frames=49 | time=13.00s
[47/5000] Wrote video_id=102651 | split=train | frames=61 | time=17.57s
[48/5000] Wrote video_id=102652 | split=train | frames=47 | time=14.27s
[49/5000] Wrote video_id=102653 | split=train | frames=47 | time=12.38s
[50/5000] Wrote video_id=102654 | split=train | frames=46 | time=10.57s
[51/5000] Wrote video_id=102656 | split=train | frames=24 | time=7.20s
[52/5000] Wrote video_id=102657 | split=train | frames=45 | time=13.38s
[53/5000] Wrote video_id=102658 | split=train | frames=37 | time=10.24s
[54/5000] Wrote video_id=102662 | split=train | frames=14 | time=3.21s
[55/5000] Wrote video_id=102663 | split=train | frames=49 | time=13.81s
[56/5000] Wrote video_id=102664 | split=train | frames=54 | time=12.55s
[57/5000] Wrote video_id=102665 | split=train | frames=47 | time=14.16s
[58/5000] Wrote video_id=102666 | split=train | frames=61 | time=16.91s
[59/5000] Wrote video_id=102667 | split=train | frames=46 | time=13.26s
[60/5000] Wrote video_id=102668 | split=train | frames=27 | time=6.19s
[61/5000] Wrote video_id=102670 | split=train | frames=27 | time=8.20s
[62/5000] Wrote video_id=102671 | split=train | frames=41 | time=10.62s
[63/5000] Wrote video_id=102672 | split=train | frames=51 | time=14.80s
[64/5000] Wrote video_id=102675 | split=train | frames=47 | time=13.71s
[65/5000] Wrote video_id=102676 | split=train | frames=56 | time=15.24s
[66/5000] Wrote video_id=102677 | split=train | frames=34 | time=9.47s
[67/5000] Wrote video_id=102678 | split=train | frames=35 | time=8.29s
[68/5000] Wrote video_id=102679 | split=train | frames=30 | time=6.93s
[69/5000] Wrote video_id=102680 | split=train | frames=33 | time=9.01s
[70/5000] Wrote video_id=102682 | split=train | frames=37 | time=11.04s
[71/5000] Wrote video_id=102683 | split=train | frames=48 | time=12.83s
[72/5000] Wrote video_id=102684 | split=train | frames=61 | time=17.96s
[73/5000] Wrote video_id=102685 | split=train | frames=60 | time=17.80s
[74/5000] Wrote video_id=102687 | split=train | frames=38 | time=10.43s
[75/5000] Wrote video_id=102688 | split=train | frames=51 | time=12.24s
[76/5000] Wrote video_id=102689 | split=train | frames=59 | time=13.64s
[77/5000] Wrote video_id=102690 | split=train | frames=57 | time=15.60s
[78/5000] Wrote video_id=102691 | split=train | frames=35 | time=10.17s
[79/5000] Wrote video_id=102692 | split=train | frames=49 | time=12.02s
[80/5000] Wrote video_id=102694 | split=train | frames=63 | time=15.80s
[81/5000] Wrote video_id=102697 | split=train | frames=24 | time=6.98s
[82/5000] Wrote video_id=102698 | split=train | frames=62 | time=16.65s
[83/5000] Wrote video_id=102699 | split=train | frames=39 | time=10.60s
[84/5000] Wrote video_id=102702 | split=train | frames=61 | time=16.40s
[85/5000] Wrote video_id=102704 | split=train | frames=29 | time=7.18s
[86/5000] Wrote video_id=102705 | split=train | frames=44 | time=11.82s
[87/5000] Wrote video_id=102706 | split=train | frames=42 | time=12.01s
[88/5000] Wrote video_id=102707 | split=train | frames=46 | time=13.31s
[89/5000] Wrote video_id=102708 | split=train | frames=56 | time=15.05s
[90/5000] Wrote video_id=102709 | split=train | frames=56 | time=15.27s
[91/5000] Wrote video_id=102710 | split=train | frames=56 | time=16.03s
[92/5000] Wrote video_id=102711 | split=train | frames=34 | time=9.83s
[93/5000] Wrote video_id=102712 | split=train | frames=26 | time=6.58s
[94/5000] Wrote video_id=102713 | split=train | frames=47 | time=10.15s
[95/5000] Wrote video_id=102715 | split=train | frames=42 | time=11.17s
[96/5000] Wrote video_id=102716 | split=train | frames=37 | time=10.54s
[97/5000] Wrote video_id=102717 | split=train | frames=47 | time=12.39s
[98/5000] Wrote video_id=102718 | split=train | frames=34 | time=9.41s
[99/5000] Wrote video_id=102719 | split=train | frames=39 | time=9.32s
[100/5000] Wrote video_id=102720 | split=train | frames=51 | time=13.53s
[101/5000] Wrote video_id=102722 | split=train | frames=35 | time=9.92s
[102/5000] Wrote video_id=102723 | split=train | frames=58 | time=15.57s
[103/5000] Wrote video_id=102725 | split=train | frames=54 | time=13.52s
[104/5000] Wrote video_id=102726 | split=train | frames=60 | time=14.68s
[105/5000] Wrote video_id=102727 | split=train | frames=57 | time=15.01s
[106/5000] Wrote video_id=102729 | split=train | frames=67 | time=18.57s
[107/5000] Wrote video_id=102732 | split=train | frames=40 | time=8.72s
[108/5000] Wrote video_id=102733 | split=train | frames=54 | time=15.38s
[109/5000] Wrote video_id=102734 | split=train | frames=68 | time=14.87s
[110/5000] Wrote video_id=102735 | split=train | frames=33 | time=9.09s
[111/5000] Wrote video_id=102736 | split=train | frames=35 | time=9.81s
[112/5000] Wrote video_id=102737 | split=train | frames=38 | time=10.82s
[113/5000] Wrote video_id=102738 | split=train | frames=33 | time=8.72s
[114/5000] Wrote video_id=102739 | split=train | frames=62 | time=17.55s
[115/5000] Wrote video_id=102740 | split=train | frames=54 | time=12.74s
[116/5000] Wrote video_id=102741 | split=train | frames=31 | time=8.65s
[117/5000] Wrote video_id=102742 | split=train | frames=41 | time=11.57s
[118/5000] Wrote video_id=102743 | split=train | frames=52 | time=14.70s
[119/5000] Wrote video_id=102744 | split=train | frames=46 | time=11.39s
[120/5000] Wrote video_id=102745 | split=train | frames=38 | time=9.87s
[121/5000] Wrote video_id=102748 | split=train | frames=47 | time=11.60s
[122/5000] Wrote video_id=102749 | split=train | frames=66 | time=18.19s
[123/5000] Wrote video_id=102750 | split=train | frames=52 | time=13.71s
[124/5000] Wrote video_id=102751 | split=train | frames=30 | time=8.54s
[125/5000] Wrote video_id=102752 | split=train | frames=56 | time=15.42s
[126/5000] Wrote video_id=102753 | split=train | frames=55 | time=15.72s
[127/5000] Wrote video_id=102755 | split=train | frames=61 | time=15.49s
[128/5000] Wrote video_id=102756 | split=train | frames=46 | time=12.85s
[129/5000] Wrote video_id=102757 | split=train | frames=38 | time=10.90s
[130/5000] Wrote video_id=102758 | split=train | frames=55 | time=13.37s
[131/5000] Wrote video_id=102759 | split=train | frames=27 | time=6.91s
[132/5000] Wrote video_id=102760 | split=train | frames=52 | time=14.23s
[133/5000] Wrote video_id=102762 | split=train | frames=52 | time=13.35s
[134/5000] Wrote video_id=102763 | split=train | frames=65 | time=18.38s
[135/5000] Wrote video_id=102765 | split=train | frames=63 | time=18.06s
[136/5000] Wrote video_id=102766 | split=train | frames=54 | time=13.11s
[137/5000] Wrote video_id=102767 | split=train | frames=50 | time=12.12s
[138/5000] Wrote video_id=102768 | split=train | frames=40 | time=9.77s
[139/5000] Wrote video_id=102771 | split=train | frames=33 | time=7.31s
[140/5000] Wrote video_id=102774 | split=train | frames=37 | time=8.92s
[141/5000] Wrote video_id=102775 | split=train | frames=38 | time=10.94s
[142/5000] Wrote video_id=102776 | split=train | frames=55 | time=12.64s
[143/5000] Wrote video_id=102778 | split=train | frames=36 | time=8.11s
[144/5000] Wrote video_id=102779 | split=train | frames=29 | time=7.97s
[145/5000] Wrote video_id=102780 | split=train | frames=38 | time=11.00s
[146/5000] Wrote video_id=102781 | split=train | frames=25 | time=7.29s
[147/5000] Wrote video_id=102784 | split=train | frames=35 | time=9.17s
[148/5000] Wrote video_id=102785 | split=train | frames=31 | time=8.11s
[149/5000] Wrote video_id=102787 | split=train | frames=37 | time=10.77s
[150/5000] Wrote video_id=102788 | split=train | frames=70 | time=17.54s
[151/5000] Wrote video_id=102789 | split=train | frames=50 | time=13.96s
[152/5000] Wrote video_id=102790 | split=train | frames=40 | time=9.90s
[153/5000] Wrote video_id=102792 | split=train | frames=34 | time=9.46s
[154/5000] Wrote video_id=102793 | split=train | frames=37 | time=9.88s
[155/5000] Wrote video_id=102794 | split=train | frames=41 | time=11.83s
[156/5000] Wrote video_id=102795 | split=train | frames=43 | time=10.94s
[157/5000] Wrote video_id=102797 | split=train | frames=52 | time=12.93s
[158/5000] Wrote video_id=102798 | split=train | frames=48 | time=13.56s
[159/5000] Wrote video_id=102800 | split=train | frames=30 | time=7.55s
[160/5000] Wrote video_id=102801 | split=train | frames=65 | time=18.56s
[161/5000] Wrote video_id=102802 | split=train | frames=23 | time=5.52s
[162/5000] Wrote video_id=102803 | split=train | frames=26 | time=7.41s
[163/5000] Wrote video_id=102804 | split=train | frames=31 | time=7.53s
[164/5000] Wrote video_id=102805 | split=train | frames=37 | time=9.82s
[165/5000] Wrote video_id=102806 | split=train | frames=47 | time=10.96s
[166/5000] Wrote video_id=102807 | split=train | frames=42 | time=10.35s
[167/5000] Wrote video_id=102808 | split=train | frames=33 | time=8.76s
[168/5000] Wrote video_id=102809 | split=train | frames=44 | time=12.38s
[169/5000] Wrote video_id=102813 | split=train | frames=49 | time=13.28s
[170/5000] Wrote video_id=102814 | split=train | frames=45 | time=11.62s
[171/5000] Wrote video_id=102815 | split=train | frames=60 | time=16.74s
[172/5000] Wrote video_id=102816 | split=train | frames=44 | time=12.59s
[173/5000] Wrote video_id=102817 | split=train | frames=57 | time=15.25s
[174/5000] Wrote video_id=102818 | split=train | frames=66 | time=17.45s
[175/5000] Wrote video_id=102819 | split=train | frames=56 | time=15.29s
[176/5000] Wrote video_id=102820 | split=train | frames=14 | time=3.55s
[177/5000] Wrote video_id=102821 | split=train | frames=35 | time=9.60s
[178/5000] Wrote video_id=102823 | split=train | frames=45 | time=12.67s
[179/5000] Wrote video_id=102824 | split=train | frames=70 | time=18.29s
[180/5000] Wrote video_id=102825 | split=train | frames=66 | time=17.41s
[181/5000] Wrote video_id=102826 | split=train | frames=55 | time=14.73s
[182/5000] Wrote video_id=102827 | split=train | frames=63 | time=16.94s
[183/5000] Wrote video_id=102828 | split=train | frames=68 | time=15.89s
[184/5000] Wrote video_id=102831 | split=train | frames=54 | time=12.92s
[185/5000] Wrote video_id=102834 | split=train | frames=37 | time=8.50s
[186/5000] Wrote video_id=102835 | split=train | frames=53 | time=14.21s
[187/5000] Wrote video_id=102836 | split=train | frames=63 | time=17.92s
[188/5000] Wrote video_id=102839 | split=train | frames=36 | time=10.03s
[189/5000] Wrote video_id=102840 | split=train | frames=43 | time=11.56s
[190/5000] Wrote video_id=102841 | split=train | frames=35 | time=9.61s
[191/5000] Wrote video_id=102842 | split=train | frames=41 | time=11.62s
[192/5000] Wrote video_id=102843 | split=train | frames=61 | time=17.63s
[193/5000] Wrote video_id=102844 | split=train | frames=72 | time=18.83s
[194/5000] Wrote video_id=102845 | split=train | frames=43 | time=10.95s
[195/5000] Wrote video_id=102846 | split=train | frames=34 | time=9.43s
[196/5000] Wrote video_id=102847 | split=train | frames=22 | time=5.63s
[197/5000] Wrote video_id=102848 | split=train | frames=29 | time=8.00s
[198/5000] Wrote video_id=102849 | split=train | frames=62 | time=15.38s
[199/5000] Wrote video_id=102852 | split=train | frames=34 | time=9.36s
[200/5000] Wrote video_id=102854 | split=train | frames=69 | time=17.58s
[201/5000] Wrote video_id=102855 | split=train | frames=53 | time=12.22s
[202/5000] Wrote video_id=102858 | split=train | frames=43 | time=11.74s
[203/5000] Wrote video_id=102859 | split=train | frames=40 | time=9.59s
[204/5000] Wrote video_id=102861 | split=train | frames=53 | time=14.11s
[205/5000] Wrote video_id=102862 | split=train | frames=48 | time=11.40s
[206/5000] Wrote video_id=102864 | split=train | frames=41 | time=9.26s
[207/5000] Wrote video_id=102865 | split=train | frames=64 | time=16.54s
[208/5000] Wrote video_id=102866 | split=train | frames=58 | time=16.31s
[209/5000] Wrote video_id=102867 | split=train | frames=63 | time=18.22s
[210/5000] Wrote video_id=102869 | split=train | frames=35 | time=8.44s
[211/5000] Wrote video_id=102870 | split=train | frames=42 | time=11.17s
[212/5000] Wrote video_id=102873 | split=train | frames=40 | time=11.60s
[213/5000] Wrote video_id=102874 | split=train | frames=64 | time=17.60s
[214/5000] Wrote video_id=102875 | split=train | frames=58 | time=14.55s
[215/5000] Wrote video_id=102877 | split=train | frames=68 | time=19.55s
[216/5000] Wrote video_id=102878 | split=train | frames=24 | time=6.35s
[217/5000] Wrote video_id=102879 | split=train | frames=42 | time=10.89s
[218/5000] Wrote video_id=102880 | split=train | frames=41 | time=10.28s
[219/5000] Wrote video_id=102881 | split=train | frames=39 | time=10.68s
[220/5000] Wrote video_id=102882 | split=train | frames=37 | time=10.07s
[221/5000] Wrote video_id=102883 | split=train | frames=66 | time=14.18s
[222/5000] Wrote video_id=102884 | split=train | frames=32 | time=7.60s
[223/5000] Wrote video_id=102885 | split=train | frames=51 | time=14.02s
[224/5000] Wrote video_id=102886 | split=train | frames=29 | time=6.87s
[225/5000] Wrote video_id=102888 | split=train | frames=25 | time=5.81s
[226/5000] Wrote video_id=102889 | split=train | frames=34 | time=8.88s
[227/5000] Wrote video_id=102890 | split=train | frames=31 | time=8.72s
[228/5000] Wrote video_id=102891 | split=train | frames=59 | time=16.96s
[229/5000] Wrote video_id=102892 | split=train | frames=29 | time=7.61s
[230/5000] Wrote video_id=102893 | split=train | frames=38 | time=10.92s
[231/5000] Wrote video_id=102894 | split=train | frames=35 | time=10.19s
[232/5000] Wrote video_id=102895 | split=train | frames=38 | time=10.28s
[233/5000] Wrote video_id=102897 | split=train | frames=50 | time=14.26s
[234/5000] Wrote video_id=102898 | split=train | frames=49 | time=13.59s
[235/5000] Wrote video_id=102899 | split=train | frames=33 | time=8.74s
[236/5000] Wrote video_id=102900 | split=train | frames=47 | time=12.85s
[237/5000] Wrote video_id=102901 | split=train | frames=39 | time=9.08s
[238/5000] Wrote video_id=102902 | split=train | frames=32 | time=9.22s
[239/5000] Wrote video_id=102903 | split=train | frames=25 | time=5.92s
[240/5000] Wrote video_id=102904 | split=train | frames=40 | time=11.18s
[241/5000] Wrote video_id=102905 | split=train | frames=61 | time=17.03s
[242/5000] Wrote video_id=102906 | split=train | frames=42 | time=10.73s
[243/5000] Wrote video_id=102907 | split=train | frames=33 | time=8.06s
[244/5000] Wrote video_id=102908 | split=train | frames=57 | time=15.58s
[245/5000] Wrote video_id=102910 | split=train | frames=31 | time=6.82s
[246/5000] Wrote video_id=102911 | split=train | frames=67 | time=18.39s
[247/5000] Wrote video_id=102912 | split=train | frames=47 | time=13.53s
[248/5000] Wrote video_id=102913 | split=train | frames=47 | time=13.35s
[249/5000] Wrote video_id=102914 | split=train | frames=57 | time=15.58s
[250/5000] Wrote video_id=102915 | split=train | frames=41 | time=11.57s
[251/5000] Wrote video_id=102917 | split=train | frames=39 | time=10.12s
[252/5000] Wrote video_id=102918 | split=train | frames=38 | time=10.35s
[253/5000] Wrote video_id=102919 | split=train | frames=62 | time=16.19s
[254/5000] Wrote video_id=102921 | split=train | frames=64 | time=14.49s
[255/5000] Wrote video_id=102922 | split=train | frames=28 | time=6.93s
[256/5000] Wrote video_id=102923 | split=train | frames=31 | time=8.54s
[257/5000] Wrote video_id=102924 | split=train | frames=49 | time=14.05s
[258/5000] Wrote video_id=102925 | split=train | frames=27 | time=6.80s
[259/5000] Wrote video_id=102926 | split=train | frames=54 | time=15.47s
[260/5000] Wrote video_id=102927 | split=train | frames=29 | time=7.49s
[261/5000] Wrote video_id=102929 | split=train | frames=25 | time=7.00s
[262/5000] Wrote video_id=102930 | split=train | frames=65 | time=18.66s
[263/5000] Wrote video_id=102931 | split=train | frames=70 | time=17.77s
[264/5000] Wrote video_id=102932 | split=train | frames=58 | time=15.94s
[265/5000] Wrote video_id=102933 | split=train | frames=24 | time=6.78s
[266/5000] Wrote video_id=102934 | split=train | frames=48 | time=13.11s
[267/5000] Wrote video_id=102936 | split=train | frames=44 | time=11.28s
[268/5000] Wrote video_id=102937 | split=train | frames=34 | time=8.95s
[269/5000] Wrote video_id=102938 | split=train | frames=61 | time=17.46s
[270/5000] Wrote video_id=102939 | split=train | frames=25 | time=6.98s
[271/5000] Wrote video_id=102940 | split=train | frames=51 | time=11.47s
[272/5000] Wrote video_id=102942 | split=train | frames=50 | time=13.69s
[273/5000] Wrote video_id=102943 | split=train | frames=65 | time=15.97s
[274/5000] Wrote video_id=102944 | split=train | frames=48 | time=13.09s
[275/5000] Wrote video_id=102945 | split=train | frames=53 | time=14.96s
[276/5000] Wrote video_id=102946 | split=train | frames=38 | time=9.94s
[277/5000] Wrote video_id=102949 | split=train | frames=55 | time=12.41s
[278/5000] Wrote video_id=102951 | split=train | frames=58 | time=15.12s
[279/5000] Wrote video_id=102952 | split=train | frames=61 | time=16.11s
[280/5000] Wrote video_id=102953 | split=train | frames=60 | time=16.06s
[281/5000] Wrote video_id=102956 | split=train | frames=39 | time=10.84s
[282/5000] Wrote video_id=102957 | split=train | frames=53 | time=13.18s
[283/5000] Wrote video_id=102958 | split=train | frames=56 | time=13.98s
[284/5000] Wrote video_id=102959 | split=train | frames=39 | time=10.80s
[285/5000] Wrote video_id=102960 | split=train | frames=64 | time=14.14s
[286/5000] Wrote video_id=102961 | split=train | frames=47 | time=12.42s
[287/5000] Wrote video_id=102962 | split=train | frames=27 | time=7.69s
[288/5000] Wrote video_id=102963 | split=train | frames=64 | time=17.75s
[289/5000] Wrote video_id=102964 | split=train | frames=39 | time=8.66s
[290/5000] Wrote video_id=102965 | split=train | frames=22 | time=5.78s
[291/5000] Wrote video_id=102966 | split=train | frames=35 | time=9.95s
[292/5000] Wrote video_id=102967 | split=train | frames=60 | time=12.62s
[293/5000] Wrote video_id=102968 | split=train | frames=60 | time=15.81s
[294/5000] Wrote video_id=102970 | split=train | frames=34 | time=9.68s
[295/5000] Wrote video_id=102971 | split=train | frames=43 | time=10.78s
[296/5000] Wrote video_id=102972 | split=train | frames=35 | time=9.78s
[297/5000] Wrote video_id=102973 | split=train | frames=61 | time=16.50s
[298/5000] Wrote video_id=102975 | split=train | frames=37 | time=9.02s
[299/5000] Wrote video_id=102976 | split=train | frames=18 | time=4.90s
[300/5000] Wrote video_id=102978 | split=train | frames=44 | time=10.89s
[301/5000] Wrote video_id=102980 | split=train | frames=40 | time=11.31s
[302/5000] Wrote video_id=102981 | split=train | frames=39 | time=10.60s
[303/5000] Wrote video_id=102983 | split=train | frames=33 | time=7.01s
[304/5000] Wrote video_id=102984 | split=train | frames=53 | time=15.10s
[305/5000] Wrote video_id=102986 | split=train | frames=41 | time=10.87s
[306/5000] Wrote video_id=102987 | split=train | frames=52 | time=14.84s
[307/5000] Wrote video_id=102988 | split=train | frames=56 | time=11.73s
[308/5000] Wrote video_id=102990 | split=train | frames=39 | time=11.01s
[309/5000] Wrote video_id=102992 | split=train | frames=16 | time=4.54s
[310/5000] Wrote video_id=102993 | split=train | frames=34 | time=9.34s
[311/5000] Wrote video_id=102995 | split=train | frames=24 | time=5.52s
[312/5000] Wrote video_id=102997 | split=train | frames=37 | time=9.30s
[313/5000] Wrote video_id=102998 | split=train | frames=34 | time=9.00s
[314/5000] Wrote video_id=102999 | split=train | frames=50 | time=14.26s
[315/5000] Wrote video_id=103000 | split=train | frames=24 | time=5.47s
[316/5000] Wrote video_id=103002 | split=train | frames=35 | time=9.24s
[317/5000] Wrote video_id=103004 | split=train | frames=39 | time=11.02s
[318/5000] Wrote video_id=103005 | split=train | frames=45 | time=9.97s
[319/5000] Wrote video_id=103006 | split=train | frames=42 | time=10.27s
[320/5000] Wrote video_id=103007 | split=train | frames=67 | time=18.77s
[321/5000] Wrote video_id=103008 | split=train | frames=40 | time=8.73s
[322/5000] Wrote video_id=103009 | split=train | frames=65 | time=17.41s
[323/5000] Wrote video_id=103010 | split=train | frames=68 | time=18.78s
[324/5000] Wrote video_id=103011 | split=train | frames=41 | time=8.62s
[325/5000] Wrote video_id=103012 | split=train | frames=57 | time=14.09s
[326/5000] Wrote video_id=103013 | split=train | frames=35 | time=7.35s
[327/5000] Wrote video_id=103014 | split=train | frames=53 | time=11.43s
[328/5000] Wrote video_id=103015 | split=train | frames=66 | time=18.70s
[329/5000] Wrote video_id=103018 | split=train | frames=42 | time=9.83s
[330/5000] Wrote video_id=103020 | split=train | frames=35 | time=8.27s
[331/5000] Wrote video_id=103021 | split=train | frames=69 | time=18.85s
[332/5000] Wrote video_id=103022 | split=train | frames=53 | time=12.64s
[333/5000] Wrote video_id=103023 | split=train | frames=64 | time=18.01s
[334/5000] Wrote video_id=103024 | split=train | frames=65 | time=18.43s
[335/5000] Wrote video_id=103025 | split=train | frames=59 | time=14.71s
[336/5000] Wrote video_id=103026 | split=train | frames=58 | time=16.35s
[337/5000] Wrote video_id=103027 | split=train | frames=45 | time=11.91s
[338/5000] Wrote video_id=103029 | split=train | frames=58 | time=14.85s
[339/5000] Wrote video_id=103030 | split=train | frames=38 | time=9.25s
[340/5000] Wrote video_id=103031 | split=train | frames=50 | time=11.82s
[341/5000] Wrote video_id=103032 | split=train | frames=55 | time=14.81s
[342/5000] Wrote video_id=103033 | split=train | frames=29 | time=8.14s
[343/5000] Wrote video_id=103034 | split=train | frames=47 | time=13.37s
[344/5000] Wrote video_id=103035 | split=train | frames=36 | time=10.25s
[345/5000] Wrote video_id=103036 | split=train | frames=18 | time=5.00s
[346/5000] Wrote video_id=103037 | split=train | frames=40 | time=9.81s
[347/5000] Wrote video_id=103038 | split=train | frames=58 | time=13.99s
[348/5000] Wrote video_id=103039 | split=train | frames=41 | time=10.41s
[349/5000] Wrote video_id=103040 | split=train | frames=45 | time=11.48s
